排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
2610,New,顾美芳,Gu Meifang,51,中国-江苏-苏州,China -Jiangsu-Suzhou,女士,https://res.hurun.cn/default/icon_women.jpg,昭衍新药,Joinn Laboratories,中国-北京,China-Beijing,生物医药,Biopharmaceuticals,未知,22.0,New,340.0,2021-10-27
2610,-945,韩景华,Han Jinghua,48,,,先生,https://res.hurun.cn/default/icon_men.jpg,嘉信益,Jiayou,中国-北京,China-Beijing,物流运输,Logistics,未知,22.0,-31%,340.0,2021-10-27
2610,New,韩玉,Han Yu,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,禾望电气,Hopewind,中国-广东-深圳,China-Guangdong-Shenzhen,电气设备,Electrical Equipments,未知,22.0,New,340.0,2021-10-27
2610,New,何从珍,He Congzhen,未知,中国-浙江-温州,China-Zhejiang-Wenzhou,女士,https://res.hurun.cn/default/icon_women.jpg,青山控股,Tsingshan,中国-浙江-温州,China-Zhejiang-Wenzhou,不锈钢,Steel,未知,22.0,New,340.0,2021-10-27
2610,New,黄波,Huang Bo,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,宏华数科,Atexco,中国-浙江-杭州,China-Zhejiang-Hangzhou,数码喷印,Digital Printing,未知,22.0,New,340.0,2021-10-27
2610,-1129,黄若青,Huang Ruoqing,53,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.cn/default/icon_men.jpg,力高,Redco,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,Real Estate,未知,22.0,-41%,340.0,2021-10-27
2610,New,黄闻,Huang Wen,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,赣锋锂业,Ganfeng Lithium,中国-江西-新余,China-Jiangxi-Xinyu,有色金属冶炼加工,Non-ferrous metals processing,未知,22.0,New,340.0,2021-10-27
2610,New,姜海洪,Jiang Haihong,未知,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.cn/default/icon_men.jpg,青山控股,Tsingshan,中国-浙江-温州,China-Zhejiang-Wenzhou,不锈钢,Steel,未知,22.0,New,340.0,2021-10-27
2610,New,雷伟国,Lei Weiguo,40,,,先生,https://res.hurun.cn/default/icon_men.jpg,传音,Transsion,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子产品,Consumer Electronics,未知,22.0,New,340.0,2021-10-27
2610,New,李国平,Li Guoping,59,中国-江苏-镇江,China -Jiangsu-Zhenjiang,先生,https://res.hurun.cn/default/icon_men.jpg,同力日升,Tongli Risheng,中国-江苏-镇江,China-Jiangsu-Zhenjiang,电梯配套产品,Manufacturing,家族,22.0,New,340.0,2021-10-27
2610,-512,李璟瑜,Li Jingyu,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,威卡威,WKW,中国-北京,China-Beijing,汽车零部件,Automotive Parts,夫妇,22.0,-8%,340.0,2021-10-27
2610,-1383,李檬,Li Meng,44,,,先生,https://res.hurun.cn/default/icon_men.jpg,天下秀,InMyShow,中国-北京,China-Beijing,新媒体营销,Marketing,未知,22.0,-51%,340.0,2021-10-27
2610,-1238,李振平,Li Zhenping,65,,,先生,https://res.hurun.cn/default/icon_men.jpg,蓝帆医疗,Blue Sail,中国-山东-淄博,China-Shandong-Zibo,医疗器械,Medical devices ,未知,22.0,-45%,340.0,2021-10-27
2610,New,林浩亮,Lin Haoliang,62,中国-广东-汕头,China-Guangdong-Shantou,先生,https://res.hurun.cn/default/icon_men.jpg,金发拉比,Jinfa Labi,中国-广东-汕头,China-Guangdong-Shantou,服装,Apparel,夫妇,22.0,New,340.0,2021-10-27
2610,-470,林利军,Lin Lijun,48,,,先生,https://res.hurun.cn/default/icon_men.jpg,君实生物,Top Alliance,中国-上海-浦东,China-Shanghai-Pudong,抗体药物开发,Antibody Drugs,未知,22.0,-4%,340.0,2021-10-27
2610,New,刘慧民,Liu Huimin,54,中国-北京,China -Beijing,先生,https://res.hurun.cn/default/icon_men.jpg,键凯科技,Jenkem,中国-北京,China-Beijing,医药,Pharmaceuticals,未知,22.0,New,340.0,2021-10-27
2610,-1099,刘建军,Liu Jianjun,58,中国-湖南-岳阳,China-Hunan-Yueyang,先生,https://res.hurun.cn/default/icon_men.jpg,道道全,Tai Jing technology,中国-湖南-长沙,China-Hunan-Changsha,粮油食品,Foodstuff,夫妇,22.0,-39%,340.0,2021-10-27
2610,New,刘连民,Liu Lianmin,64,中国-山东-滨州,China-Shandong-Binzhou,先生,https://res.hurun.cn/default/icon_men.jpg,香驰控股,Xiangchi,中国-山东-滨州,China-Shandong-Binzhou,食用油,Food & Beverage,未知,22.0,New,340.0,2021-10-27
2610,New,刘翔雄,Liu Xiangxiong,58,,,先生,https://res.hurun.cn/default/icon_men.jpg,华辰装备,Hiecise ,中国-江苏-苏州,China-Jiangsu-Suzhou,精密机床,Manufacturing,未知,22.0,New,340.0,2021-10-27
2610,-587,刘长乐,Liu Changle,70,中国-上海,China-Shanghai,先生,https://res.hurun.cn/default/icon_men.jpg,凤凰卫视,PhoenixTV,中国-香港,China-Hong Kong,传媒,Media ,未知,22.0,-12%,340.0,2021-10-27
2610,-1074,刘忠良,Liu Zhongliang,60,,,先生,https://res.hurun.cn/default/icon_men.jpg,维康药业,Wecome Pharmaceutical,中国-浙江-金华,China-Zhejiang-Jinhua,医药,Pharmaceuticals,未知,22.0,-37%,340.0,2021-10-27
2610,-346,卢楚隆,Lu Chulong,65,中国-广东-佛山,China-Guangdong-Foshan,先生,https://res.hurun.cn/default/icon_men.jpg,万和,Vanward ,中国-广东-佛山,China-Guangdong-Foshan,家用电器,Household Appliances,未知,22.0,5%,340.0,2021-10-27
2610,-406,马成章,Ma Chengzhang,74,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,鸿利智汇,Hongli Opto-Electronic,中国-广东-广州,China-Guangdong-Guangzhou,光学光电,Semiconductors,未知,22.0,0%,340.0,2021-10-27
2610,New,毛隽,Mao Jun,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,维亚生物,Viva,中国-上海,China-Shanghai,生物医药,Pharmaceuticals,家族,22.0,New,340.0,2021-10-27
2610,New,莫建华,Mo Jianhua,51,中国-浙江,China-Zhejiang,先生,https://res.hurun.cn/default/icon_men.jpg,滨江,Binjiang ,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产,Real estate,未知,22.0,New,340.0,2021-10-27
2610,New,欧阳正良,Ouyang Zhengliang,50,中国-江西-吉安,China-Jiangxi-Ji'an,先生,https://res.hurun.cn/default/icon_men.jpg,朗特智能,Longtech Smart,中国-广东-深圳,China-Guangdong-Shenzhen,电子元件,Electronic Components,未知,22.0,New,340.0,2021-10-27
2610,New,邵雄辉,Shao Xionghui,45,,,先生,https://res.hurun.cn/default/icon_men.jpg,肇民科技,Hajime,中国-上海,China-Shanghai,特种工程塑料,Manufacturing,未知,22.0,New,340.0,2021-10-27
2610,New,沈雯,Shen Wen,63,,,先生,https://res.hurun.cn/default/icon_men.jpg,紫江,Zijiang,中国-上海,China-Shanghai,包装,Packaging,未知,22.0,New,340.0,2021-10-27
2610,-629,施延军,Shi Yanjun,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,金字火腿,Jinzi Ham,中国-浙江-金华,China-Zhejiang-Jinhua,食品,Food,未知,22.0,-15%,340.0,2021-10-27
2610,New,宋群,Song Qun,55,,,先生,https://res.hurun.cn/default/icon_men.jpg,联易融科技,Linklogis,中国-广东-深圳,China-Guangdong-Shenzhen,金融服务,Financial Services,未知,22.0,New,340.0,2021-10-27
2610,-871,孙震,Sun Zhen,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,元隆雅图,Yuanlong Yato,中国-北京,China-Beijing,广告,Advertising,家族,22.0,-27%,340.0,2021-10-27
2610,New,万锋,Wan Feng,47,中国-江西-南昌,China -Jiangxi-Nanchang,先生,https://res.hurun.cn/default/icon_men.jpg,同兴达,TXD,中国-广东-深圳,China-Guangdong-Shenzhen,液晶电子元件,Electronic Components,夫妇,22.0,New,340.0,2021-10-27
2610,-905,汪天祥,Wang Tianxiang,65,,,先生,https://res.hurun.cn/default/icon_men.jpg,福安药业,Fuan Pharmaceutical ,中国-重庆,China-Chongqing,医药,Pharmaceuticals,父子,22.0,-29%,340.0,2021-10-27
2610,New,王刚,Wang Gang,61,,,先生,https://res.hurun.cn/default/icon_men.jpg,金晶科技,Jinjing,中国-山东-淄博,China-Shandong-Zibo,玻璃,Glass ,未知,22.0,New,340.0,2021-10-27
2610,-1582,王桂丽,Wang Guili,61,,,先生,https://res.hurun.cn/default/icon_men.jpg,康泰医学,Contec Medical,中国-河北-秦皇岛,China-Hebei-Qinhuangdao,医疗诊断设备,Health Tech,未知,22.0,-60%,340.0,2021-10-27
2610,-406,王君扬,Wang Junyang,44,中国-广东-东莞,China-Guangdong-Dongguan,先生,https://res.hurun.cn/default/icon_men.jpg,康华医疗,Kanghua Healthcare,中国-广东-东莞,China-Guangdong-Dongguan,医院、投资,"Hospital, Investments",家族,22.0,0%,340.0,2021-10-27
2610,New,王来兴,Wang Laixing,65,,,先生,https://res.hurun.cn/default/icon_men.jpg,咸亨国际,Xianheng International Science&technology,中国-浙江-杭州,China-Zhejiang-Hangzhou,工业制造,Industrial manufacturing,家族,22.0,New,340.0,2021-10-27
2610,New,王庆华,Wang Qinghua,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,双一科技,Shuangyi,中国-山东-德州,China-Shandong-Texas,机械设备,Machinery Manufacturing,家族,22.0,New,340.0,2021-10-27
2610,New,王仁鸿,Wang Renhong,44,,,先生,https://res.hurun.cn/default/icon_men.jpg,美瑞新材,Miracll,中国-山东-烟台,China-Shandong-Yantai,化工,Chemical products,未知,22.0,New,340.0,2021-10-27
2610,New,王艳丽,Wang Yanli,未知,,,女士,https://res.hurun.cn/default/icon_women.jpg,鑫达,Xinda,中国-河北-迁安,China-Hebei-Yuan,钢铁,Steel,未知,22.0,New,340.0,2021-10-27
2610,-1730,王志华,Wang Zhihua,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,嘉德,China Guardian,中国-北京,China-Beijing,投资、拍卖,"Investments, Auction",家族,22.0,-66%,340.0,2021-10-27
2610,New,吴凯庭,Wu Kaiting,52,,,先生,https://res.hurun.cn/default/icon_men.jpg,键凯科技,Jenkem,中国-北京,China-Beijing,医药,Pharmaceuticals,未知,22.0,New,340.0,2021-10-27
2610,-1288,向荣,Xiang Rong,41,,,先生,https://res.hurun.cn/default/icon_men.jpg,盟升电子,M&S Electronics Technology,中国-四川-成都,China-Sichuan-Chengdu,卫星导航通信设备,Communication facility,未知,22.0,-48%,340.0,2021-10-27
2610,New,项秉雪,Xiang Bingxue,未知,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.cn/default/icon_men.jpg,青山控股,Tsingshan,中国-浙江-温州,China-Zhejiang-Wenzhou,不锈钢,Steel,未知,22.0,New,340.0,2021-10-27
2610,New,谢百军,Xie Baijun,73,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.cn/default/icon_men.jpg,新中港,Xinzhonggang Clean Energy,中国-浙江-绍兴,China-Zhejiang-Shaoxing,热电,Clean Energy,未知,22.0,New,340.0,2021-10-27
2610,-905,谢宏,Xie Hong,56,中国-浙江,China-Zhejiang,先生,https://res.hurun.cn/default/icon_men.jpg,贝因美,Beinmate,中国-浙江-杭州,China-Zhejiang-Hangzhou,乳制品,Dairy ,未知,22.0,-29%,340.0,2021-10-27
2610,New,谢应波,Xie Yingbo,39,,,先生,https://res.hurun.cn/default/icon_men.jpg,泰坦科技,Titan Sicentific,中国-上海,China-Shanghai,化学品,Chemical,未知,22.0,New,340.0,2021-10-27
2610,New,徐宏,Xu Hong,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,永茂泰,Yongmaitai,中国-上海,China-Shanghai,汽车零部件,Manufacturing,家族,22.0,New,340.0,2021-10-27
2610,-688,徐玉锁,Xu Yusuo,56,,,先生,https://res.hurun.cn/default/icon_men.jpg,远望谷,Invengo,中国-广东-深圳,China-Guangdong-Shenzhen,电子仪器,Electronic Instruments,夫妇,22.0,-19%,340.0,2021-10-27
2610,New,许浩,Xu Hao,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,Shein,Shein,中国-江苏-南京,China-Jiangsu-Nanjing,零售,E-commerce,未知,22.0,New,340.0,2021-10-27
2610,New,杨冰,Yang Bing,36,中国-江西-,China-Jiangxi -,先生,https://res.hurun.cn/default/icon_men.jpg,得物,Dewu,中国-上海,China-Shanghai,电商,E-commerce,未知,22.0,New,340.0,2021-10-27
2610,-1074,杨国文,Yang Delin,64,,,先生,https://res.hurun.cn/default/icon_men.jpg,长海股份,Changhai,中国-江苏-常州,China-Jiangsu-Changzhou,玻璃纤维制品,Fiberglass products,父子,22.0,-37%,340.0,2021-10-27
2610,New,杨晓宏,Yang Xiaohong,56,中国-山东-东营,China-Shandong-Dongying,先生,https://res.hurun.cn/default/icon_men.jpg,海科控股,Haike,中国-山东-东营,China-Shandong-Dongying,化工,Chemicals,未知,22.0,New,340.0,2021-10-27
2610,New,尹剑平,Yin Jianping,60,中国-江苏-苏州,China -Jiangsu-Suzhou,先生,https://res.hurun.cn/default/icon_men.jpg,国力股份,Guoli,中国-江苏-苏州,China-Jiangsu-Suzhou,电子真空器件,Electronic components,未知,22.0,New,340.0,2021-10-27
2610,-470,印奇,Yin Qi,33,中国-北京,China-Beijing,先生,https://res.hurun.cn/default/icon_men.jpg,旷视科技,Megvii,中国-北京,China-Beijing,人工智能,Artificial Intelligence,未知,22.0,-4%,340.0,2021-10-27
2610,New,俞卫忠,Yu Weizhong,60,中国-江苏-常州,China-Jiangsu-Changzhou,先生,https://res.hurun.cn/default/icon_men.jpg,中英科技,Zhongying Science & Technology,中国-江苏-常州,China-Jiangsu-Changzhou,高频信息材料,Manufacturing,家族,22.0,New,340.0,2021-10-27
2610,-777,张金山,Zhang Jinshan,58,,,先生,https://res.hurun.cn/default/icon_men.jpg,飞凯材料,Phichem Material ,中国-上海-宝山,China-Shanghai-Baoshan,光电材料,Photoelectric material,夫妇,22.0,-24%,340.0,2021-10-27
2610,New,张秀琬,Zhang Xiuwan,68,中国-台湾,China-Taiwan,女士,https://res.hurun.cn/default/icon_women.jpg,元祖股份,Ganso,中国-上海,China-Shanghai,食品,Food & Beverage,未知,22.0,New,340.0,2021-10-27
2610,New,赵国法,Zhao Guofa,48,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,金三江,Jinsanjiang,中国-广东-肇庆,China-Guangdong-Zhaoqing,化工,Chemicals,夫妇,22.0,New,340.0,2021-10-27
2610,New,赵泽明,Zhao Zeming,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,华辰装备,Hiecise ,中国-江苏-苏州,China-Jiangsu-Suzhou,精密机床,Manufacturing,未知,22.0,New,340.0,2021-10-27
2610,-749,赵志坚,Zhao Zhijian,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,锐明技术,Streamax,中国-广东-深圳,China-Guangdong-Shenzhen,电子设备,Electronic Instruments,未知,22.0,-21%,340.0,2021-10-27
2610,-945,周立成,Zhou Licheng,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,新誉,New United,中国-江苏-常州,China-Jiangsu-Changzhou,轨道设备、风电设备,"Rail, wind power equipment",夫妇,22.0,-31%,340.0,2021-10-27
2610,-945,周立新,Zhou Lixin,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,新誉,New United,中国-江苏-常州,China-Jiangsu-Changzhou,轨道设备、风电设备,"Rail, wind power equipment",未知,22.0,-31%,340.0,2021-10-27
2610,-1489,周文庆,Zhou Wenqing,61,,,先生,https://res.hurun.cn/default/icon_men.jpg,盛德鑫泰,Shengde,中国-江苏-常州,China-Jiangsu-Changzhou,无缝钢管,Seamless steel tube,家族,22.0,-56%,340.0,2021-10-27
2610,-688,朱国锭,Zhu Guoding,56,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.cn/default/icon_men.jpg,中恒电气,Zhonghen ,中国-浙江-杭州,China-Zhejiang-Hangzhou,电气,Electrical  equipment,夫妇,22.0,-19%,340.0,2021-10-27
2610,New,朱慧明,Zhu Huiming,58,中国-浙江,China-Zhejiang,先生,https://res.hurun.cn/default/icon_men.jpg,滨江,Binjiang ,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产,Real estate,未知,22.0,New,340.0,2021-10-27
2610,New,庄锡荣,Chong Sik-Rong,未知,中国-台湾,China-Taiwan,先生,https://res.hurun.cn/default/icon_men.jpg,亿丰,Nien Made,中国-台湾-台中,China-Taiwan-Taichung,家居用品,Household items,未知,22.0,New,340.0,2021-10-27
2610,-1009,邹伟民,Zou Weimin,52,,,先生,https://res.hurun.cn/default/icon_men.jpg,传艺科技,Tansmage,中国-江苏-扬州,China-Jiangsu-Yangzhou,消费电子零部件,Consumer electronic components,夫妇,22.0,-35%,340.0,2021-10-27
2610,New,左丛林,Zuo Conglin,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,昭衍新药,Joinn Laboratories,中国-北京,China-Beijing,生物医药,Biopharmaceuticals,未知,22.0,New,340.0,2021-10-27
2690,New,包秀银,Bao Xiuyin,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,南亚新材,Nanya,中国-上海,China-Shanghai,电子电路基材,Electronic components,未知,21.0,New,330.0,2021-10-27
2690,-550,蔡永龙,Cai Yonglong,66,中国-台湾,China-Taiwan,先生,https://res.hurun.cn/default/icon_men.jpg,晋亿实业,Gem-Year Industrial,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,五金制品,Manufacturing,家族,21.0,-9%,330.0,2021-10-27
2690,-951,曹宝华,Cao Baohua,66,中国-河北-衡水,China-Hebei-Hengshui,先生,https://res.hurun.cn/default/icon_men.jpg,春风实业,Chunfeng,中国-河北-衡水,China-Hebei-Hengshui,通用设备制造,Equipment Manufacturing,未知,21.0,-30%,330.0,2021-10-27
2690,-829,陈辉,Chen Hui,54,,,先生,https://res.hurun.cn/default/icon_men.jpg,东易日盛,Dongyi Risheng,中国-北京,China-Beijing,住宅装饰,Decoration,夫妇,21.0,-25%,330.0,2021-10-27
2690,-985,陈念慈,Chen Nianci,70,中国-浙江-宁波,China-Zhejiang-Ningbo,先生,https://res.hurun.cn/default/icon_men.jpg,三江购物,Sanjiang Shopping Club,中国-浙江-宁波,China-Zhejiang-Ningbo,零售,Retail,未知,21.0,-32%,330.0,2021-10-27
2690,New,仇玲,Wang Haoyu,55,中国-甘肃-酒泉,China -Gansu-Jiuquan,女士,https://res.hurun.cn/default/icon_women.jpg,大禹节水,Dayu Water-saving,中国-甘肃-酒泉,China-Gansu-Jiuquan,农村水利,Rural water conservancy,母子,21.0,New,330.0,2021-10-27
2690,New,褚敏,Chu Min,56,,,先生,https://res.hurun.cn/default/icon_men.jpg,中控技术,Supcon Technology,中国-浙江-杭州,China-Zhejiang-Hangzhou,软件系统,SaaS,未知,21.0,New,330.0,2021-10-27
2690,New,邓文俊,Deng Wenjun,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,深信服,Sangfor,中国-广东-深圳,China-Guangdong-Shenzhen,应用软件服务,Application Software,未知,21.0,New,330.0,2021-10-27
2690,New,窦宝德,Dou Baode,57,中国-山东-德州,China-Shandong-Texas,先生,https://res.hurun.cn/default/icon_men.jpg,百龙创园,Bailong Chuangyuan,中国-山东-德州,China-Shandong-Texas,食品,Food,父子,21.0,New,330.0,2021-10-27
2690,-550,范永贵,Fan Yonggui,71,,,先生,https://res.hurun.cn/default/icon_men.jpg,永贵电器,Yonggui Electric Equipment,中国-浙江-宁波,China-Zhejiang-Ningbo,电器设备,Electrical equipment,未知,21.0,-9%,330.0,2021-10-27
2690,-426,冯烈,Feng Lie,73,,,先生,https://res.hurun.cn/default/icon_men.jpg,建业股份,Jianye Chemical,中国-浙江-杭州,China-Zhejiang-Hangzhou,化工,Chemicals,未知,21.0,0%,330.0,2021-10-27
2690,-426,甘连舫,Gan Lianfang,70,中国-北京,China-Beijing,先生,https://res.hurun.cn/default/icon_men.jpg,星牌,Xingpai,中国-北京,China-Beijing,房地产、台球桌、投资,"Real Estate, Pool Table, Investments",未知,21.0,0%,330.0,2021-10-27
2690,New,郭美玲,Guo Meiling,53,中国-山东-青州,China-Shandong-Qingzhou,先生,https://res.hurun.cn/default/icon_men.jpg,世纪长河,Shiji Changhe,中国-北京,China-Beijing,医疗投资,Pharmaceuticals,未知,21.0,New,330.0,2021-10-27
2690,-426,郭秀梅,Guo Xiumei,55,中国-河南-南阳,China - Henan - Nanyang,先生,https://res.hurun.cn/default/icon_men.jpg,路畅科技,Road Rover,中国-广东-深圳,China-Guangdong-Shenzhen,汽车智能配件,Auto Parts,未知,21.0,0%,330.0,2021-10-27
2690,New,侯丽荣,Hou Lirong,61,中国-北京,China -Beijing,女士,https://res.hurun.cn/default/icon_women.jpg,全志科技,Allwinnertech,中国-广东-珠海,China-Guangdong-Zhuhai,半导体芯片,Semiconductors,未知,21.0,New,330.0,2021-10-27
2690,New,胡立人,Hu Liren,50,中国-陕西-宝鸡,China-Shaanxi-Baoji,先生,https://res.hurun.cn/default/icon_men.jpg,康拓医疗,Kontour,中国-陕西-西安,China-Shaanxi-Xi'an,医疗器械,Medical Instruments,未知,21.0,New,330.0,2021-10-27
2690,-985,黄伯昌,Huang Bochang,48,中国-广东-云浮,China-Guangdong-Yunfu,先生,https://res.hurun.cn/default/icon_men.jpg,温氏食品,Wens Foodstuff,中国-广东-云浮,China-Guangdong-Yunfu,家禽养殖畜牧,Animal Husbandry,未知,21.0,-32%,330.0,2021-10-27
2690,New,黄培钊,Huang Peizhao,61,中国-广东-深圳,China-Guangdong-Shenzhen,先生,https://res.hurun.cn/default/icon_men.jpg,芭田生态,Batian Ecotypic,中国-广东-深圳,China-Guangdong-Shenzhen,化肥农药,Agricultural Chemicals,未知,21.0,New,330.0,2021-10-27
2690,-426,黄少良,Huang Shaoliang,57,中国-广东,China-Guangdong,先生,https://res.hurun.cn/default/icon_men.jpg,旭飞,Sunrise ,中国-广东-深圳,China-Guangdong-Shenzhen,房地产、基建工程,"Real Estate, infrastructure",家族,21.0,0%,330.0,2021-10-27
